36,"ELERAI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
37,"KALOLENI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
38,"KATI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
39,"KIMANDOLU",2,NULL,"2020-07-20 17:31:17",NULL,NULL
40,"LEMANYATA",2,NULL,"2020-07-20 17:31:17",NULL,NULL
41,"LEMARA",2,NULL,"2020-07-20 17:31:17",NULL,NULL
42,"LEVOLOSI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
43,"MOIVARO",2,NULL,"2020-07-20 17:31:17",NULL,NULL
44,"MOSHONO",2,NULL,"2020-07-20 17:31:17",NULL,NULL
45,"MURIET",2,NULL,"2020-07-20 17:31:17",NULL,NULL
46,"NGARENARO",2,NULL,"2020-07-20 17:31:17",NULL,NULL
47,"OLASITI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
48,"OLDONYOSAMBU",2,NULL,"2020-07-20 17:31:17",NULL,NULL
49,"OLKOKOLA",2,NULL,"2020-07-20 17:31:17",NULL,NULL
50,"OLMOTI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
51,"OLTURUMET",2,NULL,"2020-07-20 17:31:17",NULL,NULL
52,"OSUNYAI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
53,"SAKINA",2,NULL,"2020-07-20 17:31:17",NULL,NULL
54,"SEKEI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
55,"SINONI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
56,"SOKON I",2,NULL,"2020-07-20 17:31:17",NULL,NULL
57,"SOMBETINI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
58,"TERRAT",2,NULL,"2020-07-20 17:31:17",NULL,NULL
59,"THEMI",2,NULL,"2020-07-20 17:31:17",NULL,NULL
60,"UNGA LTD",2,NULL,"2020-07-20 17:31:17",NULL,NULL
61,"BARAA",3,NULL,"2020-07-20 17:31:17",NULL,NULL
62,"DARAJA II",3,NULL,"2020-07-20 17:31:17",NULL,NULL
63,"ELERAI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
64,"ENGUTOTO",3,NULL,"2020-07-20 17:31:17",NULL,NULL
65,"KALOLENI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
66,"KATI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
67,"KIMANDOLU",3,NULL,"2020-07-20 17:31:17",NULL,NULL
68,"LEMARA",3,NULL,"2020-07-20 17:31:17",NULL,NULL
69,"LEVOLOSI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
70,"MOIVARO",3,NULL,"2020-07-20 17:31:17",NULL,NULL
71,"MOSHONO",3,NULL,"2020-07-20 17:31:17",NULL,NULL
72,"MURIET",3,NULL,"2020-07-20 17:31:17",NULL,NULL
73,"NGARENARO",3,NULL,"2020-07-20 17:31:17",NULL,NULL
74,"OLASITI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
75,"OLMOTI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
76,"OLORIENI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
77,"OSUNYAI JR",3,NULL,"2020-07-20 17:31:17",NULL,NULL
78,"SAKINA",3,NULL,"2020-07-20 17:31:17",NULL,NULL
79,"SEKEI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
80,"SINONI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
81,"SOKON 1",3,NULL,"2020-07-20 17:31:17",NULL,NULL
82,"SOKON 2",3,NULL,"2020-07-20 17:31:17",NULL,NULL
83,"SOKON 3",3,NULL,"2020-07-20 17:31:17",NULL,NULL
84,"SOKON 4",3,NULL,"2020-07-20 17:31:17",NULL,NULL
85,"SOKON 5",3,NULL,"2020-07-20 17:31:17",NULL,NULL
86,"SOKON 6",3,NULL,"2020-07-20 17:31:17",NULL,NULL
87,"SOMBETINI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
88,"TERRAT",3,NULL,"2020-07-20 17:31:17",NULL,NULL
89,"THEMI",3,NULL,"2020-07-20 17:31:17",NULL,NULL
90,"UNGA LIMITED",3,NULL,"2020-07-20 17:31:17",NULL,NULL
91,"BARAY",4,NULL,"2020-07-20 17:31:17",NULL,NULL
92,"BUGER",4,NULL,"2020-07-20 17:31:17",NULL,NULL
93,"DAA",4,NULL,"2020-07-20 17:31:17",NULL,NULL
94,"ENDABASH",4,NULL,"2020-07-20 17:31:17",NULL,NULL
95,"ENDABASHI",4,NULL,"2020-07-20 17:31:17",NULL,NULL
96,"ENDAMAGH",4,NULL,"2020-07-20 17:31:17",NULL,NULL
97,"ENDAMAGHANG",4,NULL,"2020-07-20 17:31:17",NULL,NULL
98,"ENDAMARARIEK",4,NULL,"2020-07-20 17:31:17",NULL,NULL
99,"GANAKO",4,NULL,"2020-07-20 17:31:17",NULL,NULL
100,"KANSAY",4,NULL,"2020-07-20 17:31:17",NULL,NULL
101,"KARATU",4,NULL,"2020-07-20 17:31:17",NULL,NULL
102,"MANGOLA",4,NULL,"2020-07-20 17:31:17",NULL,NULL
103,"MANG'OLA",4,NULL,"2020-07-20 17:31:17",NULL,NULL
104,"MATALA",4,NULL,"2020-07-20 17:31:17",NULL,NULL
105,"MBULU MBULU",4,NULL,"2020-07-20 17:31:17",NULL,NULL
106,"MBULUMBULU",4,NULL,"2020-07-20 17:31:17",NULL,NULL
107,"OLDEAN",4,NULL,"2020-07-20 17:31:17",NULL,NULL
108,"OLDEANI",4,NULL,"2020-07-20 17:31:17",NULL,NULL
109,"QURUS",4,NULL,"2020-07-20 17:31:17",NULL,NULL
110,"RHOTIA",4,NULL,"2020-07-20 17:31:17",NULL,NULL
111,"ELANGATA DAPASH",5,NULL,"2020-07-20 17:31:17",NULL,NULL
112,"ELANG'ATADAPASH",5,NULL,"2020-07-20 17:31:17",NULL,NULL
113,"ENGARENAIBOR",5,NULL,"2020-07-20 17:31:17",NULL,NULL
114,"ENGIKARET",5,NULL,"2020-07-20 17:31:17",NULL,NULL
115,"ENGIKARETI",5,NULL,"2020-07-20 17:31:17",NULL,NULL
116,"GELAI LUMBWA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
117,"GELAI MEIRUGOI",5,NULL,"2020-07-20 17:31:17",NULL,NULL
118,"GILAI LUMBWA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
119,"GILAI MEIRUGOI",5,NULL,"2020-07-20 17:31:17",NULL,NULL
120,"ILORIENITO",5,NULL,"2020-07-20 17:31:17",NULL,NULL
121,"KAMWANGA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
122,"KETUMBEINE",5,NULL,"2020-07-20 17:31:17",NULL,NULL
123,"KIMOKOUWA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
124,"LONGIDO",5,NULL,"2020-07-20 17:31:17",NULL,NULL
125,"MATALE",5,NULL,"2020-07-20 17:31:17",NULL,NULL
126,"MATHARE",5,NULL,"2020-07-20 17:31:17",NULL,NULL
127,"MUNDARARA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
128,"NAMANGA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
129,"NOONDOTO",5,NULL,"2020-07-20 17:31:17",NULL,NULL
130,"OLMOLOG",5,NULL,"2020-07-20 17:31:17",NULL,NULL
131,"ORBOMBA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
132,"SINONIK",5,NULL,"2020-07-20 17:31:17",NULL,NULL
133,"SINYA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
134,"TINGA TINGA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
135,"TINGATINGA",5,NULL,"2020-07-20 17:31:17",NULL,NULL
136,"AKHERI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
137,"AMBURENI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
138,"IMBASENI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
139,"KIKATITI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
140,"KIKWE",6,NULL,"2020-07-20 17:31:17",NULL,NULL
141,"KING'ORI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
142,"LEGURUKI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
143,"MAJENGO",6,NULL,"2020-07-20 17:31:17",NULL,NULL
144,"MAJI YA CHAI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
145,"MAKIBA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
146,"MALULA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
147,"MARORONI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
148,"MARUVANGO",6,NULL,"2020-07-20 17:31:17",NULL,NULL
149,"MBUGUNI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
150,"NGABOBO",6,NULL,"2020-07-20 17:31:17",NULL,NULL
151,"NGARENANYUKI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
152,"NKOANEKOLI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
153,"NKOANRUA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
154,"NKOARANGA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
155,"NKOARISAMBU",6,NULL,"2020-07-20 17:31:17",NULL,NULL
156,"NSHINGA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
157,"OLKOKOLA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
158,"POLI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
159,"SEELA SING'ISI",6,NULL,"2020-07-20 17:31:17",NULL,NULL
160,"SHAMBARAI BURKA",6,NULL,"2020-07-20 17:31:17",NULL,NULL
161,"SONGORO",6,NULL,"2020-07-20 17:31:17",NULL,NULL
162,"USA RIVER",6,NULL,"2020-07-20 17:31:17",NULL,NULL
163,"UWIRO",6,NULL,"2020-07-20 17:31:17",NULL,NULL
164,"ENGARUKA",7,NULL,"2020-07-20 17:31:17",NULL,NULL
165,"ENGUTOTO",7,NULL,"2020-07-20 17:31:17",NULL,NULL
166,"ESILALEI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
167,"LASHAINE",7,NULL,"2020-07-20 17:31:17",NULL,NULL
168,"LEMOOT",7,NULL,"2020-07-20 17:31:17",NULL,NULL
169,"LEMOOTI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
170,"LEPURKO",7,NULL,"2020-07-20 17:31:17",NULL,NULL
171,"LOLKISALE",7,NULL,"2020-07-20 17:31:17",NULL,NULL
172,"MAJENGO",7,NULL,"2020-07-20 17:31:17",NULL,NULL
173,"MAKUYUNI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
174,"MESERANI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
175,"MFEREJI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
176,"MIGUNGANI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
177,"MOITA",7,NULL,"2020-07-20 17:31:17",NULL,NULL
178,"MONDULI JUU",7,NULL,"2020-07-20 17:31:17",NULL,NULL
179,"MONDULI MJINI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
180,"MSWAKINI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
181,"MTO WA MBU",7,NULL,"2020-07-20 17:31:17",NULL,NULL
182,"NAALARAMI",7,NULL,"2020-07-20 17:31:17",NULL,NULL
183,"SELELA",7,NULL,"2020-07-20 17:31:17",NULL,NULL
184,"SEPEKO",7,NULL,"2020-07-20 17:31:17",NULL,NULL
185,"ALAILELAI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
186,"ALAITOLE",8,NULL,"2020-07-20 17:31:17",NULL,NULL
187,"ALAITOLEI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
188,"ALALELAI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
189,"ARASH",8,NULL,"2020-07-20 17:31:17",NULL,NULL
190,"DIGODIGO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
191,"ENDULENI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
192,"ENGARESERO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
193,"ENGUSERO SAMBU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
194,"ENGUSEROSAMBU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
195,"EYASI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
196,"KAKESIO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
197,"KIRANGI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
198,"MAALON",8,NULL,"2020-07-20 17:31:17",NULL,NULL
199,"MAALONI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
200,"MALAMBO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
201,"MISIGIYO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
202,"NAINOKANOKA",8,NULL,"2020-07-20 17:31:17",NULL,NULL
203,"NAIYOBI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
204,"NGARASERO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
205,"NGOILE",8,NULL,"2020-07-20 17:31:17",NULL,NULL
206,"NGORONGORO",8,NULL,"2020-07-20 17:31:17",NULL,NULL
207,"OLBALBAL",8,NULL,"2020-07-20 17:31:17",NULL,NULL
208,"OLDONYOSAMBU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
209,"OLOIPIRI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
210,"OLOIRIEN",8,NULL,"2020-07-20 17:31:17",NULL,NULL
211,"OLOIRIEN/ MAGAIDURU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
212,"OLOLOSOKWAN",8,NULL,"2020-07-20 17:31:17",NULL,NULL
213,"OLOLOSOKWANI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
214,"ORGOSOROK",8,NULL,"2020-07-20 17:31:17",NULL,NULL
215,"OROGOSOROKI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
216,"PINYINYI",8,NULL,"2020-07-20 17:31:17",NULL,NULL
217,"PIYAYA",8,NULL,"2020-07-20 17:31:17",NULL,NULL
218,"SALE",8,NULL,"2020-07-20 17:31:17",NULL,NULL
219,"SAMUNGE",8,NULL,"2020-07-20 17:31:17",NULL,NULL
220,"SOIT SAMBU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
221,"SOITSAMBU",8,NULL,"2020-07-20 17:31:17",NULL,NULL
222,"BONYOKWA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
223,"BUGURUNI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
224,"BUYUNI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
225,"CHANIKA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
226,"GEREZANI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
227,"GONGO LA MBOTO",9,NULL,"2020-07-20 17:31:17",NULL,NULL
228,"ILALA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
229,"JANGWANI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
230,"KARIAKOO",9,NULL,"2020-07-20 17:31:17",NULL,NULL
231,"KIMANGA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
232,"KINYEREZI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
233,"KIPAWA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
234,"KIPUNGUNI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
235,"KISUKULU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
236,"KISUKURU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
237,"KISUTU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
238,"KITUNDA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
239,"KIVUKONI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
240,"KIVULE",9,NULL,"2020-07-20 17:31:17",NULL,NULL
241,"KIWALANI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
242,"LIWITI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
243,"M/MIREFU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
244,"MAJOHE",9,NULL,"2020-07-20 17:31:17",NULL,NULL
245,"MCHAFUKOGE",9,NULL,"2020-07-20 17:31:17",NULL,NULL
246,"MCHIKICHINI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
247,"MINAZI MIREFU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
248,"MNYAMANI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
249,"MSONGOLA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
250,"MZINGA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
251,"PUGU",9,NULL,"2020-07-20 17:31:17",NULL,NULL
252,"PUGU STATION",9,NULL,"2020-07-20 17:31:17",NULL,NULL
253,"PUGU STTAION",9,NULL,"2020-07-20 17:31:17",NULL,NULL
254,"SEGEREA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
255,"TABATA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
256,"UKONGA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
257,"UPANGA MAGHARIBI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
258,"UPANGA MASHARIKI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
259,"VINGUNGUTI",9,NULL,"2020-07-20 17:31:17",NULL,NULL
260,"ZINGIZIWA",9,NULL,"2020-07-20 17:31:17",NULL,NULL
261,"GEREZANI",10,NULL,"2020-07-20 17:31:17",NULL,NULL
262,"JANGWANI",10,NULL,"2020-07-20 17:31:17",NULL,NULL
263,"KARIAKOO",10,NULL,"2020-07-20 17:31:17",NULL,NULL
264,"KISUTU",10,NULL,"2020-07-20 17:31:17",NULL,NULL
265,"KIVUKONI",10,NULL,"2020-07-20 17:31:17",NULL,NULL
266,"MCHAFUKOGE",10,NULL,"2020-07-20 17:31:17",NULL,NULL
267,"MCHIKICHINI",10,NULL,"2020-07-20 17:31:17",NULL,NULL
268,"UPANGA MAGHARIBI",10,NULL,"2020-07-20 17:31:17",NULL,NULL
269,"UPANGA MASHARIKI                    ",10,NULL,"2020-07-20 17:31:17",NULL,NULL
270,"KIBADA",11,NULL,"2020-07-20 17:31:17",NULL,NULL
271,"KIGAMBONI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
272,"KIMBIJI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
273,"KISARAWE II",11,NULL,"2020-07-20 17:31:17",NULL,NULL
274,"MJIMWEMA",11,NULL,"2020-07-20 17:31:17",NULL,NULL
275,"PEMBA MNAZI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
276,"PEMBAMNAZI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
277,"SOMANGILA",11,NULL,"2020-07-20 17:31:17",NULL,NULL
278,"SOMANGIRA",11,NULL,"2020-07-20 17:31:17",NULL,NULL
279,"TUNGI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
280,"VIJIBWENI",11,NULL,"2020-07-20 17:31:17",NULL,NULL
281,"BUNJU",12,NULL,"2020-07-20 17:31:17",NULL,NULL
282,"HANANASIF",12,NULL,"2020-07-20 17:31:17",NULL,NULL
283,"KAWE",12,NULL,"2020-07-20 17:31:17",NULL,NULL
284,"KIGOGO",12,NULL,"2020-07-20 17:31:17",NULL,NULL
285,"KIJITONYAMA",12,NULL,"2020-07-20 17:31:17",NULL,NULL
286,"KINONDONI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
287,"KUNDUCHI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
288,"MABWEPANDE",12,NULL,"2020-07-20 17:31:17",NULL,NULL
289,"MAGOMENI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
290,"MAKONGO",12,NULL,"2020-07-20 17:31:17",NULL,NULL
291,"MAKUMBUSHO",12,NULL,"2020-07-20 17:31:17",NULL,NULL
292,"MBEZI JUU",12,NULL,"2020-07-20 17:31:17",NULL,NULL
293,"MBWENI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
294,"MIKOCHENI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
295,"MSASANI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
296,"MWANANYAMALA",12,NULL,"2020-07-20 17:31:17",NULL,NULL
297,"MZIMUNI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
298,"NDUGUMBI",12,NULL,"2020-07-20 17:31:17",NULL,NULL
299,"TANDALE",12,NULL,"2020-07-20 17:31:17",NULL,NULL
300,"WAZO",12,NULL,"2020-07-20 17:31:17",NULL,NULL
301,"AZIMIO",13,NULL,"2020-07-20 17:31:17",NULL,NULL
302,"BUZA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
303,"CHAMAZI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
304,"CHANG'OMBE",13,NULL,"2020-07-20 17:31:17",NULL,NULL
305,"CHARAMBE",13,NULL,"2020-07-20 17:31:17",NULL,NULL
306,"KEKO",13,NULL,"2020-07-20 17:31:17",NULL,NULL
307,"KIBONDEMAJI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
308,"KIBURUGWA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
309,"KIJICHI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
310,"KILAKALA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
311,"KILUNGULE",13,NULL,"2020-07-20 17:31:17",NULL,NULL
312,"KURASINI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
313,"MAKANGARAWE",13,NULL,"2020-07-20 17:31:17",NULL,NULL
314,"MBAGALA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
315,"MBAGALA KUU",13,NULL,"2020-07-20 17:31:17",NULL,NULL
316,"MIANZINI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
317,"MIBURANI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
318,"MTONI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
319,"SANDALI",13,NULL,"2020-07-20 17:31:17",NULL,NULL
320,"TANDIKA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
321,"TEMEKE",13,NULL,"2020-07-20 17:31:17",NULL,NULL
322,"TOANGOMA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
323,"YOMBO VITUKA",13,NULL,"2020-07-20 17:31:17",NULL,NULL
324,"GOBA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
325,"KIBAMBA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
326,"KIMARA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
327,"KWEMBE",14,NULL,"2020-07-20 17:31:17",NULL,NULL
328,"MABIBO",14,NULL,"2020-07-20 17:31:17",NULL,NULL
329,"MAKUBURI",14,NULL,"2020-07-20 17:31:17",NULL,NULL
330,"MAKURUMLA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
331,"MANZESE",14,NULL,"2020-07-20 17:31:17",NULL,NULL
332,"MBEZI",14,NULL,"2020-07-20 17:31:17",NULL,NULL
333,"MBURAHATI",14,NULL,"2020-07-20 17:31:17",NULL,NULL
334,"MSIGANI",14,NULL,"2020-07-20 17:31:17",NULL,NULL
335,"SARANGA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
336,"SINZA",14,NULL,"2020-07-20 17:31:17",NULL,NULL
337,"UBUNGO",14,NULL,"2020-07-20 17:31:17",NULL,NULL
338,"BABAYU",15,NULL,"2020-07-20 17:31:17",NULL,NULL
339,"BAHI",15,NULL,"2020-07-20 17:31:17",NULL,NULL
340,"CHALI",15,NULL,"2020-07-20 17:31:17",NULL,NULL
341,"CHIBELELA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
342,"CHIFUTUKA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
343,"CHIKOLA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
344,"CHIPANGA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
345,"IBIHWA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
346,"IBUGULE",15,NULL,"2020-07-20 17:31:17",NULL,NULL
347,"ILINDI",15,NULL,"2020-07-20 17:31:17",NULL,NULL
348,"KIGWE",15,NULL,"2020-07-20 17:31:17",NULL,NULL
349,"KINGWE",15,NULL,"2020-07-20 17:31:17",NULL,NULL
350,"LAMAITI",15,NULL,"2020-07-20 17:31:17",NULL,NULL
351,"MAKANDA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
352,"MPALANGA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
353,"MPAMAMTWA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
354,"MPAMATWA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
355,"MPINGA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
356,"MSISI",15,NULL,"2020-07-20 17:31:17",NULL,NULL
357,"MTITAA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
358,"MUNDEMU",15,NULL,"2020-07-20 17:31:17",NULL,NULL
359,"MWITIKIRA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
360,"NONDWA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
361,"ZANKA",15,NULL,"2020-07-20 17:31:17",NULL,NULL
